CoM ID,Common Name,Scientific Name,Genus,Family,Diameter Breast Height,Year Planted,Date Planted,Age Description,Useful Life Expectency,Useful Life Expectency Value,Precinct,Located in,UploadDate,CoordinateLocation,Latitude,Longitude,Easting,Northing
1639373,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,,2016.0,18/10/2016,,,,,Street,24/08/2019,"(-37.77901941504728, 144.94028168860743)",-37.77901941504728,144.94028168860746,318611.1,5816704.93
1286009,Weeping Myrtle,Syzygium floribundum,Syzygium,Myrtaceae,6.0,2007.0,05/11/2007,Juvenile,31-60 years,60.0,,Street,24/08/2019,"(-37.812700664493754, 144.97233903693936)",-37.812700664493754,144.97233903693936,321515.62,5813029.19
1508458,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,,2012.0,15/05/2012,,,,,Street,24/08/2019,"(-37.79947074242231, 144.93576003825868)",-37.799470742422315,144.93576003825868,318262.98,5814426.74
1015761,Brush Box,Lophostemon confertus,Lophostemon,Myrtaceae,49.0,1997.0,10/02/1997,Mature,21-30 years,30.0,,Park,24/08/2019,"(-37.79390960944268, 144.94800784074545)",-37.79390960944268,144.94800784074542,319327.85,5815067.59
1584651,Swamp Sheoak,Casuarina obesa,Casuarina,Casuarinaceae,,2015.0,18/06/2015,,,,,Park,24/08/2019,"(-37.79517312016136, 144.95234491307122)",-37.79517312016136,144.95234491307122,319712.83,5814935.76
1048253,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,1998.0,14/12/1998,,,,,Park,24/08/2019,"(-37.790099153024805, 144.94676624676288)",-37.79009915302481,144.94676624676288,319209.23,5815488.02
1053579,Lightwood Wattle,Acacia implexa,Acacia,Fabaceae,31.0,1999.0,13/01/1999,Semi-Mature,31-60 years,60.0,,Park,24/08/2019,"(-37.784242405635325, 144.955703040308)",-37.784242405635325,144.955703040308,319982.0,5816155.17
1656792,Turkey Oak,Quercus cerris,Quercus,Fagaceae,,2017.0,26/04/2017,,,,,Street,24/08/2019,"(-37.801769557984265, 144.96536929916925)",-37.801769557984265,144.96536929916925,320875.63,5814228.83
1518392,Hedge Maple,Acer campestre,Acer,Sapindaceae,,2012.0,08/10/2012,,,,,Street,24/08/2019,"(-37.79432767077045, 144.9566481443944)",-37.79432767077046,144.9566481443944,320089.7,5815037.87
1456377,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,1.0,2010.0,20/09/2010,New,61+ years,80.0,,Street,24/08/2019,"(-37.78017914663249, 144.95021577167856)",-37.78017914663249,144.95021577167856,319488.86,5816595.47
1439510,Freeman Maple,Acer x freemanii,Acer,Sapindaceae,,2009.0,01/12/2009,,,,,Street,24/08/2019,"(-37.81029937989559, 144.98874904852804)",-37.81029937989559,144.98874904852804,322954.52,5813326.88
1561267,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,,2014.0,04/06/2014,,,,,Park,24/08/2019,"(-37.82313137084993, 144.97566678670498)",-37.82313137084993,144.97566678670495,321833.66,5811878.09
1067079,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,,2006.0,05/12/2006,,,,,Park,24/08/2019,"(-37.788148828180795, 144.95313953990632)",-37.788148828180795,144.95313953990632,319765.73,5815716.75
1731565,European nettle tree,Celtis australis,Celtis,Cannabaceae,,2018.0,17/04/2018,,,,,Street,24/08/2019,"(-37.79354393965636, 144.9673459044313)",-37.79354393965636,144.9673459044313,321029.81,5815145.38
1523206,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,,2012.0,27/04/2012,,,,,Street,24/08/2019,"(-37.799979571873514, 144.91215534999574)",-37.79997957187352,144.91215534999574,316185.84,5814324.1
1023200,London Plane,Platanus x acerifolia,Platanus,Platanaceae,40.0,1900.0,02/01/2000,Mature,11-20 years,20.0,,Street,24/08/2019,"(-37.801502961471485, 144.96691737682013)",-37.80150296147149,144.96691737682013,321011.29,5814261.38
1025094,London Plane,Platanus x acerifolia,Platanus,Platanaceae,37.0,1997.0,19/11/1997,Semi-Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.81293396772651, 144.96793149963065)",-37.81293396772651,144.96793149963062,321128.17,5812994.87
1758130,Sweet Bursaria,Bursaria spinosa,Bursaria,Pittosporaceae,,2019.0,29/05/2019,,,,,Park,24/08/2019,"(-37.79336880484392, 144.95428032436402)",-37.79336880484392,144.95428032436402,319878.87,5815139.71
1455278,Smooth-barked apple,Angophora costata,Angophora,Myrtaceae,,2010.0,27/08/2010,,,,,Street,24/08/2019,"(-37.8288573399721, 144.96858714422288)",-37.8288573399721,144.96858714422288,321224.32,5811229.17
1521130,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,,,,,,,Park,24/08/2019,"(-37.78735173209781, 144.94378044996577)",-37.78735173209781,144.94378044996574,318939.59,5815787.11
1030736,London Plane,Platanus x acerifolia,Platanus,Platanaceae,78.0,1997.0,12/11/1997,Mature,1-5 years (<50% canopy),5.0,,Street,24/08/2019,"(-37.83338997423996, 144.9814493937464)",-37.83338997423996,144.9814493937464,322367.26,5810750.75
1021034,London Plane,Platanus x acerifolia,Platanus,Platanaceae,79.0,1997.0,11/03/1997,Mature,11-20 years,20.0,,Street,24/08/2019,"(-37.795232244328155, 144.97448754215145)",-37.795232244328155,144.97448754215142,321662.74,5814971.69
1041632,Lemon Scented Gum,Corymbia citriodora,Corymbia,Myrtaceae,,1998.0,18/11/1998,,,,,Park,24/08/2019,"(-37.79371648424291, 144.95444664294024)",-37.79371648424291,144.95444664294024,319894.36,5815101.45
1358343,London Plane,Platanus x acerifolia,Platanus,Platanaceae,18.0,2009.0,04/07/2009,Semi-Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.81880860042138, 144.94772766119033)",-37.818808600421384,144.94772766119033,319363.87,5812304.1
1024166,Cyprus Plane,Platanus orientalis,Platanus,Platanaceae,34.0,1900.0,01/01/2000,Semi-Mature,11-20 years,20.0,,Street,24/08/2019,"(-37.81724399632454, 144.95597603370607)",-37.81724399632454,144.9559760337061,320086.15,5812493.64
1583044,Cabbage Tree,Cordyline australis,Cordyline,Asparagaceae,,2015.0,04/05/2015,,,,,Park,24/08/2019,"(-37.811611797784096, 144.9813882870108)",-37.811611797784096,144.98138828701082,322309.65,5813167.27
1025871,London Plane,Platanus x acerifolia,Platanus,Platanaceae,64.0,1997.0,21/11/1997,Mature,11-20 years,20.0,,Street,24/08/2019,"(-37.80871812958491, 144.97561489090967)",-37.80871812958491,144.9756148909097,321794.43,5813477.37
1663951,Kurrajong,Brachychiton populneus,Brachychiton,Malvaceae,,2017.0,26/06/2017,,,,,Park,24/08/2019,"(-37.77897453883988, 144.93940594965193)",-37.77897453883988,144.9394059496519,318533.86,5816708.21
1763738,Black Wattle,Acacia melanoxylon,Acacia,Fabaceae,,2019.0,13/06/2019,,,,,Park,24/08/2019,"(-37.803184059580396, 144.92856681880525)",-37.803184059580396,144.92856681880525,317638.75,5814000.67
1065308,Queensland kauri pine,Agathis robusta,Agathis,Araucariaceae,8.0,2006.0,20/01/2006,Juvenile,61+ years,80.0,,Park,24/08/2019,"(-37.81488343442648, 144.98173515314565)",-37.81488343442648,144.98173515314562,322348.03,5812804.89
1064393,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,15.0,2006.0,03/01/2006,Semi-Mature,31-60 years,60.0,,Street,24/08/2019,"(-37.80084534086657, 144.96971014231235)",-37.80084534086657,144.96971014231238,321255.6,5814339.7
1439896,Brittle Gum,Eucalyptus mannifera,Eucalyptus,Myrtaceae,4.0,2009.0,10/08/2009,New,61+ years,80.0,,Park,24/08/2019,"(-37.80967321686445, 144.95415411868143)",-37.809673216864454,144.95415411868143,319907.37,5813330.23
1546657,Coastal Banksia,Banksia integrifolia,Banksia,Proteaceae,,2013.0,30/07/2013,,,,,Street,24/08/2019,"(-37.82128128709613, 144.94551884526237)",-37.821281287096134,144.94551884526237,319175.47,5812025.44
1492480,Gold-dust Wattle,Acacia acinacea,Acacia,Fabaceae,,2011.0,15/08/2011,,,,,Park,24/08/2019,"(-37.78414811442188, 144.95648037959938)",-37.78414811442188,144.95648037959938,320050.23,5816167.13
1579001,Flame Tree,Brachychiton acerifolius,Brachychiton,Malvaceae,,2015.0,12/03/2015,,,,,Park,24/08/2019,"(-37.82292571407466, 144.94912493664893)",-37.82292571407466,144.9491249366489,319496.9,5811849.94
1521568,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,,,,,,,Park,24/08/2019,"(-37.78056901309597, 144.95041868872454)",-37.78056901309597,144.95041868872454,319507.68,5816552.6
1757926,Cook pine,Araucaria columnaris,Araucaria,Araucariaceae,,2019.0,17/05/2019,,,,,Park,24/08/2019,"(-37.80075610466123, 144.96056135615376)",-37.800756104661225,144.96056135615376,320449.85,5814332.06
1062146,Pin Oak,Quercus palustris,Quercus,Fagaceae,15.0,2005.0,25/05/2005,Semi-Mature,31-60 years,60.0,,Street,24/08/2019,"(-37.819164605501015, 144.9885834076635)",-37.819164605501015,144.9885834076635,322961.12,5812342.83
1054196,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,39.0,1999.0,15/01/1999,Semi-Mature,21-30 years,30.0,,Park,24/08/2019,"(-37.78755960278752, 144.95112659635925)",-37.787559602787525,144.95112659635925,319587.03,5815778.25
1522477,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,2012.0,27/04/2012,,,,,Street,24/08/2019,"(-37.80202930121414, 144.91412937195395)",-37.80202930121414,144.91412937195398,316364.73,5814100.53
1054266,Yellow Box,Eucalyptus melliodora,Eucalyptus,Myrtaceae,83.0,1999.0,15/01/1999,Mature,11-20 years,20.0,,Park,24/08/2019,"(-37.78911777212547, 144.94469967011136)",-37.789117772125465,144.94469967011136,319024.85,5815592.92
1022194,Huntingdon Elm,Ulmus x hollandica,Ulmus,Ulmaceae,61.0,1997.0,11/07/1997,Mature,1-5 years (<50% canopy),5.0,,Street,24/08/2019,"(-37.79289213635322, 144.964112375013)",-37.792892136353224,144.964112375013,320743.5,5815211.51
1664124,Silky Oak,Grevillea robusta,Grevillea,Proteaceae,,2017.0,14/06/2017,,,,,Park,24/08/2019,"(-37.802310765085636, 144.91463470072458)",-37.80231076508564,144.9146347007246,316409.92,5814070.29
1549631,Smooth-barked apple,Angophora costata,Angophora,Myrtaceae,,2013.0,20/09/2013,,,,,Street,24/08/2019,"(-37.805184065773204, 144.94824734048476)",-37.805184065773204,144.94824734048476,319376.41,5813816.97
1061196,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,15.0,2000.0,01/01/2000,Semi-Mature,31-60 years,60.0,,Street,24/08/2019,"(-37.82691272701135, 144.95566676266063)",-37.826912727011354,144.95566676266063,320082.41,5811420.14
1050269,Black Wattle,Acacia mearnsii,Acacia,Fabaceae,,1998.0,18/12/1998,,,,,Park,24/08/2019,"(-37.783808018945166, 144.955800625327)",-37.78380801894517,144.955800625327,319989.54,5816203.56
1057363,Flinders Range Wattle,Acacia iteaphylla,Acacia,Fabaceae,20.0,1999.0,18/06/1999,Mature,11-20 years,20.0,,Park,24/08/2019,"(-37.790863630133316, 144.92417320153658)",-37.790863630133316,144.9241732015366,317221.54,5815359.24
1521911,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,,,,,,,Park,24/08/2019,"(-37.784836749580684, 144.94440121586715)",-37.78483674958069,144.94440121586715,318988.12,5816067.39
1553132,Maidenhair Tree,Ginkgo biloba,Ginkgo,Ginkgoaceae,,2013.0,09/10/2013,,,,,Street,24/08/2019,"(-37.83522186166732, 144.97868013269544)",-37.83522186166732,144.97868013269544,322127.94,5810542.2
1061296,Chinese Elm,Ulmus parvifolia,Ulmus,Ulmaceae,17.0,2000.0,01/01/2000,Semi-Mature,11-20 years,20.0,,Street,24/08/2019,"(-37.823851550494204, 144.95882585229478)",-37.82385155049421,144.95882585229478,320353.04,5811765.91
1031127,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,44.0,1997.0,12/12/1997,Mature,31-60 years,60.0,,Street,24/08/2019,"(-37.82092698013566, 144.92687378981586)",-37.82092698013565,144.9268737898159,317533.38,5812028.49
1525438,Black Wattle,Acacia melanoxylon,Acacia,Fabaceae,,2012.0,27/04/2012,,,,,Street,24/08/2019,"(-37.80018194917978, 144.91218440418865)",-37.80018194917978,144.91218440418862,316188.9,5814301.7
1046281,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,1998.0,12/07/1998,,,,,Park,24/08/2019,"(-37.787967690503784, 144.95219079632398)",-37.78796769050378,144.95219079632398,319681.74,5815735.02
1028761,Elm,Ulmus unknown,Ulmus,Ulmaceae,,1997.0,12/03/1997,,,,,Street,24/08/2019,"(-37.82983957256243, 144.9863887155804)",-37.82983957256243,144.9863887155804,322793.47,5811154.11
1440392,Yellow Gum,Eucalyptus leucoxylon,Eucalyptus,Myrtaceae,4.0,2009.0,07/09/2009,Juvenile,31-60 years,60.0,,Street,24/08/2019,"(-37.82089728550584, 144.92221900534378)",-37.82089728550584,144.92221900534378,317123.57,5812022.68
1065252,Flooded gum,Eucalyptus grandis,Eucalyptus,Myrtaceae,20.0,2006.0,20/01/2006,Semi-Mature,6-10 years (>50% canopy),10.0,,Park,24/08/2019,"(-37.81839245326844, 144.9727760597775)",-37.81839245326844,144.97277605977752,321567.8,5812398.43
1018855,Elm,Ulmus unknown,Ulmus,Ulmaceae,65.0,1997.0,24/10/1997,Mature,11-20 years,20.0,,Street,24/08/2019,"(-37.80835593314283, 144.92713048819797)",-37.80835593314283,144.92713048819797,317525.02,5813423.96
1458273,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,2010.0,24/12/2010,,,,,Park,24/08/2019,"(-37.79565495452359, 144.91470923151022)",-37.79565495452359,144.91470923151022,316400.0,5814809.01
1035583,Toromeo,Ficus platypoda,Ficus,Moraceae,93.0,1998.0,21/10/1998,Mature,31-60 years,60.0,,Park,24/08/2019,"(-37.83879813670545, 144.98361757099806)",-37.83879813670545,144.98361757099806,322571.04,5810154.75
1018204,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,52.0,1997.0,21/10/1997,Mature,31-60 years,60.0,,Street,24/08/2019,"(-37.79365685552315, 144.94473286823873)",-37.793656855523146,144.9447328682387,319038.85,5815089.3
1578898,Pin Oak,Quercus palustris,Quercus,Fagaceae,,2015.0,03/03/2015,,,,,Street,24/08/2019,"(-37.82107282483509, 144.943607657481)",-37.8210728248351,144.943607657481,319006.73,5812044.87
1359918,Mexican or Washington Palm,Washingtonia robusta,Washingtonia,Arecaceae,39.0,2009.0,04/07/2009,Semi-Mature,31-60 years,60.0,,Park,24/08/2019,"(-37.81427370096524, 144.94428105126875)",-37.814273700965245,144.94428105126875,319049.4,5812800.65
1044668,River Sheoak,Casuarina cunninghamiana,Casuarina,Casuarinaceae,,1998.0,30/11/1998,,,,,Park,24/08/2019,"(-37.7873443084667, 144.94901398041335)",-37.7873443084667,144.94901398041338,319400.46,5815798.06
1015035,London Plane,Platanus x acerifolia,Platanus,Platanaceae,17.0,1900.0,01/01/2000,Semi-Mature,6-10 years (>50% canopy),10.0,,Street,24/08/2019,"(-37.80148210093573, 144.94587306605888)",-37.80148210093573,144.94587306605888,319158.34,5814223.17
1521172,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,,,,,,,Park,24/08/2019,"(-37.78756996823158, 144.94380460562422)",-37.78756996823158,144.94380460562422,318942.25,5815762.94
1605689,Chinese Pistachio,Pistacia chinensis,Pistacia,Anacardiaceae,,2015.0,11/09/2015,,,,,Street,24/08/2019,"(-37.80079567859021, 144.97103259747144)",-37.80079567859021,144.97103259747144,321371.92,5814347.74
1058610,Horse Chestnut,Aesculus hippocastanum,Aesculus,Sapindaceae,39.0,1998.0,16/10/1998,Semi-Mature,11-20 years,20.0,,Park,24/08/2019,"(-37.81390147433578, 144.9749411170952)",-37.81390147433578,144.97494111709517,321747.58,5812900.91
1038653,Canary Island Date Palm,Phoenix canariensis,Phoenix,Arecaceae,72.0,1998.0,11/09/1998,Mature,31-60 years,60.0,,Park,24/08/2019,"(-37.78059716300913, 144.96240827933184)",-37.78059716300913,144.96240827933184,320563.7,5816572.56
1064000,English Elm,Ulmus procera,Ulmus,Ulmaceae,6.0,2005.0,19/12/2005,Juvenile,31-60 years,60.0,,Street,24/08/2019,"(-37.83272341160105, 144.98407601519327)",-37.832723411601044,144.9840760151933,322596.83,5810829.71
1287254,Jacaranda,Jacaranda mimosifolia,Jacaranda,Bignoniaceae,7.0,2008.0,25/08/2008,Juvenile,31-60 years,60.0,,Street,24/08/2019,"(-37.832193258905356, 144.98600896487523)",-37.832193258905356,144.98600896487525,322765.68,5810892.21
1033584,London Plane,Platanus x acerifolia,Platanus,Platanaceae,84.0,1998.0,18/09/1998,Mature,11-20 years,20.0,,Park,24/08/2019,"(-37.821991770032916, 144.97156843235626)",-37.82199177003292,144.97156843235624,321470.17,5811996.72
1456502,Drooping sheoak,Allocasuarina verticillata,Allocasuarina,Casuarinaceae,,2010.0,21/09/2010,,,,,Park,24/08/2019,"(-37.78231082493865, 144.94537650053576)",-37.78231082493865,144.94537650053576,319067.85,5816349.57
1635496,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,2016.0,21/07/2016,,,,,Park,24/08/2019,"(-37.780865432508584, 144.95184977556946)",-37.78086543250858,144.95184977556949,319634.44,5816522.47
1030923,London Plane,Platanus x acerifolia,Platanus,Platanaceae,48.0,1997.0,12/12/1997,Mature,11-20 years,20.0,,Street,24/08/2019,"(-37.82112093206566, 144.92058932443527)",-37.82112093206566,144.92058932443527,316980.67,5811994.67
1456124,Norwegian Sunset Maple,Acer truncatum x A. platanoides,Acer,Sapindaceae,2.0,2010.0,14/09/2010,New,31-60 years,60.0,,Street,24/08/2019,"(-37.814230119851494, 144.98742372546718)",-37.814230119851494,144.98742372546718,322847.24,5812888.19
1066412,Norway maple,Acer platanoides,Acer,Sapindaceae,7.0,2006.0,21/02/2006,Juvenile,31-60 years,60.0,,Street,24/08/2019,"(-37.80866347509712, 144.948142397664)",-37.80866347509712,144.948142397664,319375.65,5813430.67
1757982,Flame Tree,Brachychiton acerifolius,Brachychiton,Malvaceae,,2019.0,28/05/2019,,,,,Street,24/08/2019,"(-37.823549575942174, 144.96972995930636)",-37.823549575942174,144.96972995930636,321312.1,5811820.34
1525325,Black Wattle,Acacia melanoxylon,Acacia,Fabaceae,,,,,,,,Street,24/08/2019,"(-37.78317774019387, 144.94623838396046)",-37.78317774019387,144.94623838396046,319145.87,5816255.04
1034960,Moreton Bay Fig,Ficus macrophylla,Ficus,Moraceae,90.0,1998.0,20/10/1998,Mature,31-60 years,60.0,,Park,24/08/2019,"(-37.84404977631724, 144.98282575778651)",-37.84404977631724,144.98282575778651,322513.95,5809570.49
1359311,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,32.0,2009.0,04/07/2009,Semi-Mature,61+ years,80.0,,Street,24/08/2019,"(-37.81458401552782, 144.9480186903707)",-37.81458401552782,144.9480186903707,319379.19,5812773.45
1034259,English Elm,Ulmus procera,Ulmus,Ulmaceae,,1998.0,25/09/1998,,,,,Park,24/08/2019,"(-37.81999584058802, 144.9755947770208)",-37.81999584058802,144.97559477702083,321819.78,5812225.89
1553104,Trident maple,Acer buergerianum,Acer,Sapindaceae,,2013.0,14/10/2013,,,,,Street,24/08/2019,"(-37.7926959336696, 144.93294163499812)",-37.7926959336696,144.93294163499814,317998.19,5815173.03
1582927,unknown,Brachychiton x roseus,Brachychiton,Malvaceae,,2015.0,29/05/2015,,,,,Street,24/08/2019,"(-37.798605480956695, 144.9485988378446)",-37.798605480956695,144.9485988378446,319391.33,5814547.65
1030953,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,41.0,1997.0,12/12/1997,Semi-Mature,31-60 years,60.0,,Street,24/08/2019,"(-37.8222301400414, 144.91214429322395)",-37.8222301400414,144.91214429322397,316240.05,5811855.0
1492794,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,2011.0,06/07/2011,,,,,Park,24/08/2019,"(-37.78587116738202, 144.94287095569715)",-37.78587116738203,144.94287095569715,318855.88,5815949.64
1028649,Elm,Ulmus unknown,Ulmus,Ulmaceae,88.0,1900.0,02/01/2000,Mature,11-20 years,20.0,,Street,24/08/2019,"(-37.82930651650436, 144.98638286988955)",-37.82930651650436,144.98638286988955,322791.68,5811213.25
1041813,River red gum,Eucalyptus camaldulensis,Eucalyptus,Myrtaceae,,1998.0,18/11/1998,,,,,Park,24/08/2019,"(-37.794686912194706, 144.952431700943)",-37.79468691219471,144.95243170094298,319719.29,5814989.88
1604234,Small-leaved Linden,Tilia cordata,Tilia,Malvaceae,,2015.0,17/08/2015,,,,,Park,24/08/2019,"(-37.79376702245781, 144.9702115814918)",-37.793767022457814,144.9702115814918,321282.69,5815126.11
1023271,Spotted Gum,Corymbia maculata,Corymbia,Myrtaceae,37.0,1997.0,11/12/1997,Semi-Mature,31-60 years,60.0,,Street,24/08/2019,"(-37.80821586093954, 144.95561359233392)",-37.80821586093954,144.95561359233392,320032.32,5813494.76
1036996,Peppercorn Tree,Schinus molle,Schinus,Anacardiaceae,57.0,1998.0,29/10/1998,Semi-Mature,31-60 years,60.0,,Park,24/08/2019,"(-37.80692000587346, 144.971472534211)",-37.80692000587346,144.97147253421102,321425.41,5813668.99
1766324,Hill¿s Weeping Fig,Ficus microcarpa,Ficus,Moraceae,,2019.0,26/06/2019,,,,,Street,24/08/2019,"(-37.81400044250044, 144.9411953538318)",-37.814000442500436,144.9411953538318,318777.09,5812824.99
1020599,Brush Box,Lophostemon confertus,Lophostemon,Myrtaceae,29.0,1900.0,02/01/2000,Semi-Mature,21-30 years,30.0,,Street,24/08/2019,"(-37.77797594660394, 144.9595946632116)",-37.77797594660394,144.9595946632116,320309.55,5816858.02
